Maker Wise Vehicle Category Data  For All State ( Till Today ),,,,,,,,,,,,,,,,,,,
S No,                      Maker                       ,Vehicle Category ,,,,,,,,,,,,,,,,,     TOTAL     
,,,,,,,,,,,,,,,,,,,
,,2WIC,2WN,2WT,3WIC,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,
1963,HISAR AUTO ENGINEERING PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1964,HITECH AGRO INDUSTRIES,0,6,0,0,0,6,0,0,0,0,31,104,1,0,0,0,1,149
1965,HITECH ELECTRIC AUTO CO,0,1,0,0,0,48,0,0,0,0,2,3,0,0,0,0,0,54
1966,HI TECH ENGINEERING BHADRAK CHARAMPA,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,61
1967,HITECH ENGINEERING LTD,0,0,0,0,0,0,0,0,0,0,"1,848",37,0,0,1,0,0,"1,886"
1968,HITECH ENGINEERING WORKS CHANDIKHOLE SUNGUDA,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
1969,HI-TECH INDUSTRIES,0,1,0,0,0,"1,571",0,0,0,0,1,7,0,0,1,0,0,"1,581"
1970,HITECH INDUSTRIES,0,0,0,0,0,102,0,0,0,0,0,48,0,0,0,0,0,150
1971,HITECH  MECHANICAL WORKS,0,0,0,0,0,82,0,0,1,0,0,1,0,0,0,0,0,84
1972,HITEK ELECTRIC AUTO CO,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,364
1973,HITEK ELECTRIC AUTO CO.,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
1974,HITENDRA WELDING WORKS,0,0,0,0,0,0,0,0,1,0,1,652,0,0,1,0,0,655
1975,HITESH AGRO IND,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1976,HITESH ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
1977,H J ENGG,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
1978,"HK ENG. WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
1979,H L SHARMA & CO.,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4
1980,H M G ENGINEERING WORKS,0,16,0,0,0,0,0,0,0,0,82,"1,376",0,9,0,0,0,"1,483"
1981,H.M.S.I. PVT. LTD.,0,"35,497",0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,"35,502"
1982,HMSI PVT LTD,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1983,HMT LIMITED,0,"1,473",0,0,5,12,0,897,205,17,"37,448","1,15,007","1,842",300,93,3,"14,285","1,71,587"
1984,H M TRAILERS,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
1985,H NONGRUM,0,2,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,73
1986,HO AND PLANT EXPORT PROMOTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1987,HOLDEN LTD AUSTRALIA,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,13
1988,HOLLAND TRACTORS PVT LTD,0,59,0,0,1,2,0,14,9,1,51,"1,260",15,15,21,15,20,"1,483"
1989,HOMAR B.V.,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,10
1990,HOMFEEL VEGH AUTOMOBILES PVT LTD,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1991,HONDA CARS INDIA LTD,"3,534","55,26,857",79,0,7,31,786,237,10,0,754,"20,00,899","24,071",40,135,0,166,"75,57,606"
1992,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,"12,776","5,36,99,359","40,626",1,13,317,33,"9,168",14,"4,222","13,360","17,088","2,043",617,41,33,"1,794","5,38,01,505"
1993,HONGHNE INT CO.LTD.,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
1994,HONGHUA INTER CO LTD,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,36
1995,HONGKONG RUNHORSE (IMPORTER: ECOINDIA),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,HONGKONG WANGYUAN (IMPORTER:INDI ELECTRIC EELS),0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1997,HONGKONG WANGYUAN (IMPORTER:POWERTRANS MOBILITY),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,HONGKONG YIXING (IMPORTER: ADMS MARKETING),0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
1999,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2000,HOOGHLY MOTORS PVT LTD,0,15,0,0,0,"20,000",0,0,0,0,0,2,0,0,0,0,1,"20,018"
2001,HOP ELECTRIC MOBILITY PVT LTD,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
2002,H O PLANT EXPORT PROMOTION IND,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8
2003,HOP MOTORS PVT LTD,0,10,0,0,2,"1,630",0,0,0,0,2,1,0,0,0,0,0,"1,645"
2004,HOSHIAR NIRVAIR TRACTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,32
2005,HOTA AGRO TRAILOR SONEPUR SONEPUR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2006,HOTAGE INDIA,0,0,0,0,1,"39,764",0,0,1,0,0,2,0,0,0,0,0,"39,768"
2007,HOTHUR MOTORS PVT LTD,0,37,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,49
2008,HOUSTAN INNOVATION LLP,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,75
2009,HOVEL CYLINDER PVT LTD,0,1,0,0,2,"1,804",0,0,0,0,0,4,0,0,0,0,0,"1,811"
2010,HOVEL ELECTRIC LLP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,H R AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,197,199
2012,H. R. AGRO INDUSTRIES,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,81
2013,H.S AGRICULTURE IND.,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6
2014,H.S.I.P. LTD.,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2015,HSU DRAGON (IMPORTER: BMR ELECTRIC),0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2016,HSU DRAGON (IMPORTER: BMR EV INDUSTRIES),0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2017,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018,HSU DRAGON (IMPORTER: HUMAN CENTERED),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2019,HT EQUIPMENTS PRIVATE LIMTED,0,0,0,0,0,0,0,0,0,0,2,28,0,1,0,0,0,31
2020,HUBEI FOTMA MACHINERY CO. LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,HUBLI AUTO WORKS,0,3,0,0,0,0,0,0,0,0,7,13,0,1,0,0,1,25
2022,HUBTEX MASCH GMBH CO KG,0,0,0,0,0,0,0,0,1,0,2,7,1,2,0,0,0,13
2023,HULGAR INDUSTRIES,0,0,0,0,0,0,0,0,0,0,29,181,0,0,0,0,0,210
2024,HUMBER HAWK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025,HUMMER,0,1,0,0,0,0,0,0,0,0,17,53,1,0,0,0,2,74
2026,HUNAN ZOOMLION INT. TRADE CO.,0,153,0,0,0,0,0,14,61,0,4,0,0,0,0,0,9,241
2027,HUNDA EV PVT LTD,0,0,0,0,0,884,0,0,0,0,0,5,0,0,0,0,0,889
2028,HUNDAL INDUSTRIES,0,3,0,0,0,"4,840",0,0,0,0,0,139,4,0,0,0,0,"4,986"
2029,HUNJAN AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2030,HUNSUR TRACTOR ENGINEERING,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
2031,HUSQVARNA,0,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,39
2032,HUSSAIN AUTOMOBILES,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28
2033,HYDRAULIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2034,HYKON INDIA LTD,0,0,0,0,12,574,0,0,0,0,0,21,0,0,0,0,1,608
2035,HYOSUNG MOTORS,0,663,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,670
2036,HYSTER FORKLIFT,0,0,0,0,0,0,0,3,5,0,2,36,0,2,1,0,3,52
2037,HYUNDAI MOTOR INDIA LTD,22,"3,372",0,0,3,85,"3,685","6,739",114,189,"4,856","84,93,878","1,70,725",491,19,34,411,"86,84,623"
2038,"HYUNDAI MOTORS LTD, SOUTH KOREA",0,8,0,0,0,0,0,0,18,1,0,936,4,3,4,0,34,"1,008"
2039,HYVA (INDIA) PVT LTD,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21
2040,H Z P AGRO EQUIPMENTS,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95
2041,IASA,0,0,0,0,0,0,0,0,3,0,2,2,0,1,0,0,0,8
2042,IBOARD INDIA LTD,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
2043,I.C.S. FZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
2044,I.C.V,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2045,IDEAL AGRO TECH PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
2046,IDEAL H C 10Q,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2047,IDEAL JAWA INDIA PVT LTD,2,"73,218",68,0,1,18,1,11,4,1,68,561,41,4,5,1,34,"74,038"
2048,IDECO LTD,0,11,0,0,0,0,0,1,1,0,2,4,0,0,0,0,1,20
2049,I D I LTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2050,IEATW,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
2051,IESAR,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7
2052,IGOWISE MOBILITY PVT LTD,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2053,IMAYAM INDUSTRIES,0,3,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,9
2054,IMFALA LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2055,IMF TRACTOR AND TRAILER,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2056,"IMPCO TECHNOLOGIES, USA",0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6
2057,IMPLEMENTS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2058,IMPORTED VEHICLE,0,20,0,0,0,0,0,1,0,0,2,60,1,0,0,0,5,89
2059,IMRAN ENGINEERING WORKS,0,0,0,0,0,0,0,110,0,0,639,0,0,0,0,0,0,749
2060,IMT TRACTOR,0,0,0,0,0,0,0,0,0,0,58,27,0,0,0,0,15,100
2061,INDAM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2062,INDERPREET AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,19,1,0,4,0,116,141
2063,INDERPREET AGRO  INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,8
2064,INDIA AUTO LIMITED,0,530,0,0,3,104,0,3,2,0,134,"4,958",25,5,1,0,10,"5,775"
2065,INDIA AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2066,INDIA KAWASAKI MOTORS PVT LTD,0,"23,089",10,0,0,0,0,2,0,0,0,7,0,0,1,0,1,"23,110"
2067,INDIA LTD,0,68,0,0,0,0,0,0,0,0,7,2,0,2,0,0,0,79
2068,INDIA MECHANICAL WORKS,0,0,0,0,0,0,0,1,2,0,1,18,1,0,2,0,1,26
2069,INDIAN,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2070,INDIAN AGRICULTURAL INDUSTRIES,0,15,0,0,0,0,0,1,0,0,32,310,0,2,0,0,0,360
2071,INDIAN AGRO INDUSTRIES,0,"2,895",0,0,30,0,0,8,28,0,113,"6,056",13,3,221,1,39,"9,407"
2072,INDIAN AUTO RAYONS PVT LTD,0,13,0,0,0,3,0,0,0,0,17,"1,595",10,1,0,0,0,"1,639"
2073,INDIAN AUTO WHEELS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
2074,INDIAN COCONUT AGENCIES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2075,INDIAN ENGG WORKS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2076,INDIAN MILITARY TRAILORS,0,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,10
2077,INDIAN MOTORCYCLE COMPANY,0,388,0,0,0,0,0,1,0,0,4,16,0,0,0,0,0,409
2078,INDIAN MOTORS,0,135,0,0,0,"7,715",0,0,0,0,5,81,1,2,1,0,0,"7,940"
2079,INDIAN STRUCTURAL CO. P. LTD.,0,60,0,0,0,0,0,0,0,0,11,35,0,0,0,0,0,106
2080,INDIAN TRAILER WORKS,0,14,0,0,0,0,0,0,0,0,4,169,0,0,0,0,2,189
2081,INDIA SAFE ENTERPRISE,0,0,0,0,0,628,0,0,0,0,0,1,0,0,0,0,1,630
2082,INDIA SHINE TECHNOLOGIES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2083,INDIA TECH LTD,0,2,0,0,0,0,0,0,4,1,0,4,0,0,5,0,46,62
2084,INDIA TRAILERS LTD,0,4,0,0,0,5,0,7,6,0,29,66,2,8,3,1,3,134
2085,INDIA YAMAHA MOTOR PVT LTD,471,"91,92,828","14,790",1,8,254,9,108,8,4,683,"7,346",115,19,13,3,579,"92,17,239"
2086,INDICO MOTORS PVT LTD,0,15,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,40
2087,INDICON AGRO INDUSTRIES LLP,0,0,0,0,0,0,0,0,0,0,"1,530","1,081",0,0,0,0,0,"2,611"
2088,INDIRA STEEL INDUSTRIES,0,18,0,0,0,0,0,1,2,1,8,249,0,10,0,4,3,296
2089,INDITAL CONSTRUCTION MACHINERY,0,937,0,0,0,0,0,2,74,0,5,15,0,4,11,0,40,"1,088"
2090,IND MANUFACTURING ENTERPRISE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2091,INDO AUTO LTD,0,24,0,0,0,0,0,2,0,0,5,343,3,2,0,0,2,381
2092,INDO FARM EQUIPMENT LIMITED,0,856,0,0,4,87,4,409,590,4,"7,187","41,875",253,251,730,3,"5,737","57,990"
2093,INDO POWER,0,0,0,0,0,0,0,3,1,0,0,0,0,4,7,0,4,19
2094,INDRA TRAILORS,0,0,0,0,0,0,0,1,8,0,98,90,0,0,7,0,1,205
2095,INDRA TROLLY WORKS,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
2096,INDUS A DIVISION OF ELECTROTHE,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2097,INDUS ELECTROTHERM INDIA LTD,0,"5,668",0,0,0,9,0,8,0,2,118,160,23,4,1,1,783,"6,777"
2098,INDUS MOTOR CO PVT LTD,0,36,0,0,0,0,0,0,0,0,3,47,3,0,0,0,0,89
2099,INDUSTRIAL VEHICLE INTERNATIONAL,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
2100,INDUSTRIE COMETTO S.P.A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
2101,INDUSTRIES ELE. FORKLIFT TRUCK,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2102,INDUS YO BIKES,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15
2103,INDWELL CONSTR P LTD,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
2104,INEOS AUTOMOTIVE LIMITED,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2105,INFINITI CENTRE PICCADILLY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2106,INFINITY CARS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2107,INFINIUM MOTORS PVT LTD,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5
2108,INFRA BAZAAR TECH PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,10
2109,INGERSOLL RAND INDIA LTD.,1,4,0,0,0,0,0,54,14,0,114,120,4,124,197,3,52,687
2110,INOX  INDIA LTD,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2111,INS AUTOMOBILES PVT LTD,0,0,0,0,0,"2,048",0,0,0,0,0,0,0,0,0,0,0,"2,048"
2112,INTERGLOBE ENERGY PVT LTD,0,0,0,0,0,"4,448",0,0,0,0,0,0,0,0,0,0,0,"4,448"
2113,INTERNATIONAL CARS & MOTORS LIMITED,0,0,0,0,0,0,0,1,0,0,56,261,2,12,12,0,170,514
2114,INTERNATIONAL CARS & MOTORS LTD,0,610,0,0,0,29,0,19,38,12,"1,091","22,282","1,680",12,28,6,221,"26,028"
2115,INTERNATIONAL TRACTORS LIMITED,2,898,0,0,12,421,0,"3,220",50,417,"1,70,821","10,24,824","8,546",769,"1,622",22,"45,990","12,57,614"
2116,INTERNATIONAL TRUCK & ENGINE CORP USA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2117,INVALID CARRIAGE,0,12,0,0,0,0,0,1,0,0,5,34,0,1,0,0,0,53
2118,INVVIGORS INDIA,0,0,0,0,0,239,0,0,0,0,0,1,0,0,0,0,0,240
2119,IPL TECH ELECTRIC PVT LTD,0,0,0,0,0,0,0,236,0,0,0,1,0,0,0,0,0,237
2120,IPRA AGRO LTD,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3
2121,IQBAL ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,1,252,0,1,0,0,0,254
2122,IQMA INDIA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2123,IRA EDUTECH PVT LTD,0,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,254
2124,"IR BOBCAT COMPANY, USA",0,0,0,0,0,0,0,0,3,0,3,24,0,0,0,0,0,30
2125,IRFAN ENG.WORKS,0,0,0,0,0,1,0,2,0,0,212,22,0,0,0,0,0,237
2126,I S AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
2127,IS AGRO WORK,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27
2128,ISAYAR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2129,ISCO PVT LTD,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2130,ISHER 568,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,23
2131,ISHWAR FARMLINE EQUIPMENTS,0,0,0,0,0,0,0,2,0,0,0,25,0,2,4,0,26,59
2132,ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,281,288
2133,ISHWAR FARMLINE EQUIPMENTS PVT LTD,0,0,0,0,0,0,0,0,0,0,5,7,0,1,13,0,228,254
2134,ISHWAR KRUPA  AGRO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2135,ISHWARKRUPA TRAILOR,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,51
2136,ISLAND CITY MOTORS PRIVATE LTD,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,12
2137,ISUKII GREENS PVT LTD,0,0,0,0,0,94,0,0,0,0,0,1,1,0,0,0,0,96
2138,ISUZU MOTOR INDIA PVT LTD,0,"21,812",0,0,0,1,0,7,0,3,468,"1,296",12,9,0,2,3,"23,613"
2139,ISUZU MOTORS INDIA PVT LTD,0,416,0,0,0,6,3,19,29,73,"13,903","11,052",224,95,9,71,54,"25,954"
2140,"ISWAR ENGINEERING,DUNGRIPALI",0,0,0,0,0,0,0,0,0,0,261,2,0,0,0,0,3,266
2141,I.T. F.I.LTD.,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,26
2142,IT INDIA TRAILOR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2143,ITM MF 534,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2144,IVECO FORD TRUCK LTD.,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,5
2145,IVECO LIEBHERR,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
2146,IVECO S.P.A.,0,187,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,192
2147,IVOOMI INNOVATION PVT LTD,0,"4,332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,332"
2148,IZANAU ELECTRIC LLP,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2149,IZUZU JAPAN,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
2150,"JAANTA AGRO INDUSTRY, HUBLI",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2151,JABBAR ENGG WORKS,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,38
2152,JADAV TRAILOR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2153,JADE KOREA SPINE LIFE,0,4,0,0,0,457,0,0,0,0,0,0,0,1,0,0,1,463
2154,JADHAV AGRO INDUSTRIES PVT. LTD.,0,2,0,0,0,0,0,0,0,0,66,439,0,8,0,0,6,521
2155,JADU JAWA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2156,J.A.ENGG.,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,81
2157,JAGADAMBA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,54
2158,JAGADAMBA TRAILER,0,0,0,0,0,0,0,107,0,0,23,83,0,4,28,0,0,245
2159,JAGAJOTHI TRAILERS,0,3,0,0,0,0,0,1,1,0,7,15,1,0,2,1,2,33
2160,"JAGANATH AGRL IMPLEMENTS,BOUDH",0,0,0,0,0,0,0,0,0,0,105,5,0,0,0,0,0,110
2161,JAGATA KIRLOSKAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2162,JAGDAMBA AUTOMOBILE ENGINEERS,0,0,0,0,0,0,0,0,0,0,55,19,0,0,0,0,0,74
2163,JAGDAMBA ENTERPRISES,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,84
2164,JAGDAMBA TRAILERS PVT LTD,0,0,0,0,0,0,0,56,0,0,1,6,0,0,0,0,0,63
2165,JAGDISH AGRO TOOLS,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
2166,JAGDISH AUTO INDUSTRIES,0,49,0,0,1,521,0,1,0,0,341,1,0,0,0,0,0,914
2167,JAGDISH ENGINEERING WORKS,0,1,0,0,0,27,0,0,1,0,56,0,1,0,0,0,0,86
2168,JAGDISH ENGINEERING WORKSHOP,0,0,0,0,0,14,0,0,0,0,1,3,0,0,1,0,1,20
2169,JAGMOHAN ALLIED AUTO IND.PVT.LTD.     ,1,217,0,0,0,63,0,13,0,0,89,48,15,1,1,0,24,472
2170,JAG RATTAN DAAN SINGH AND CO.,0,0,0,0,0,0,0,12,13,0,7,3,0,7,20,0,0,62
2171,JAGRUTI MOTORS LTD.,0,3,0,0,0,2,0,0,0,0,19,8,0,0,0,0,0,32
2172,JAGUAR LAND ROVER INDIA LIMITED,1,"1,097",0,0,0,56,5,123,3,8,251,"41,294",286,11,1,7,22,"43,165"
2173,JAGUAR LAND ROVER LIMITED UK,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,12
2174,JAHANVI IND,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,42
2175,JAHNVI MOTOR PVT LTD,0,1,0,0,0,0,0,0,0,0,303,5,0,2,0,0,0,311
2176,JAI AMBE ENGNINEERING PVT LTD,0,0,0,0,0,0,0,63,0,0,"1,373",0,1,0,0,0,0,"1,437"
2177,JAI AMBE FABRICATION & ENGINEERING WORK,0,0,0,0,0,1,0,0,0,0,190,60,0,1,1,0,3,256
2178,JAI AUTOMOBILES,0,13,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,18
2179,JAI BABA HERAKHAN AGR. WORKS,0,0,0,0,0,0,0,1,0,0,"1,066",3,0,0,1,0,0,"1,071"
2180,JAI BABA VISHWAKARMA ENGG WORKS,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,211
2181,JAI BAJRANG ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2182,JAI BHARAT ENGINEERING WORKS,0,10,0,0,0,0,0,2,0,0,84,182,2,29,0,0,0,309
2183,JAI BHARATH TRAILERS,0,164,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,171
2184,JAI BHARATI ENGINEERING WORKS AP105380083,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,11
2185,JAI BHARAT INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,12
2186,JAI BHARAT WELDER AND FABRICATOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2187,JAI BHAVANI ENGINEERING  WORKS,0,1,0,0,0,0,0,7,2,0,"3,029","2,841",1,1,28,0,0,"5,910"
2188,JAI BHAVANI INDUSTRIES,0,2,0,0,0,1,0,1,0,0,328,65,0,6,7,0,0,410
2189,JAIDKA POWER SYSTEMS PVT LTD,0,0,0,0,0,"1,931",0,0,0,0,269,3,0,0,0,0,0,"2,203"
2190,JAI DURGA AGRICULTURAL WORKS,0,0,0,0,0,0,0,2,0,0,"3,559",10,0,3,0,0,0,"3,574"
2191,JAI DURGA TRAILERS,0,1,0,0,0,0,0,0,1,0,2,9,0,0,1,0,0,14
2192,JAI GANESH AGRO INDUSTRIES,0,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,13,50
2193,JAI GANESH TRAILOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2194,JAI GURU AUTO MOBILES,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,153
2195,JAI GURU SAI ENGG WORKS,0,5,0,0,0,0,0,2,1,0,9,189,0,0,7,0,2,215
2196,JAI HANUMAN INDUSTRIES,0,0,0,0,0,0,0,0,0,0,14,337,0,0,1,0,0,352
2197,JAI HANUMAN MOTORS,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,15
2198,JAI HIND STEEL INDUSTRIES,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,0,65
2199,JAI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
